date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:00:39	33238/33238	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202020%2014:00:46%20GMT	http://mtzveles.ru/catalog/udobrenie	C:/Users/User/Desktop/programming/veles/mtzveles/mtzveles.ru/catalog/udobrenie.html	(from http://mtzveles.ru/)
17:00:39	32467/32467	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202020%2014:00:47%20GMT	http://mtzveles.ru/catalog/selo_pricep	C:/Users/User/Desktop/programming/veles/mtzveles/mtzveles.ru/catalog/selo_pricep.html	(from http://mtzveles.ru/)
17:00:40	32229/32229	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202020%2014:00:47%20GMT	http://mtzveles.ru/catalog/borony	C:/Users/User/Desktop/programming/veles/mtzveles/mtzveles.ru/catalog/borony.html	(from http://mtzveles.ru/)
17:00:40	31664/31664	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202020%2014:00:47%20GMT	http://mtzveles.ru/catalog/zernoochistitelnaya-tehnika	C:/Users/User/Desktop/programming/veles/mtzveles/mtzveles.ru/catalog/zernoochistitelnaya-tehnika.html	(from http://mtzveles.ru/)
17:00:40	31012/31012	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202020%2014:00:48%20GMT	http://mtzveles.ru/catalog/seyalki	C:/Users/User/Desktop/programming/veles/mtzveles/mtzveles.ru/catalog/seyalki.html	(from http://mtzveles.ru/)
17:00:41	36222/36222	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202020%2014:00:48%20GMT	http://mtzveles.ru/catalog/mtz_132n	C:/Users/User/Desktop/programming/veles/mtzveles/mtzveles.ru/catalog/mtz_132n.html	(from http://mtzveles.ru/)
17:00:41	35378/35378	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202020%2014:00:48%20GMT	http://mtzveles.ru/catalog/%d0%98%d0%b7%d0%bc%d0%b5%d0%bb%d1%8c%d1%87%d0%b8%d1%82%d0%b5%d0%bb%d0%b8_%d0%b4%d1%80%d0%be%d0%b1%d0%b8%d0%bb%d0%ba%d0%b8	C:/Users/User/Desktop/programming/veles/mtzveles/mtzveles.ru/catalog/%d0%98%d0%b7%d0%bc%d0%b5%d0%bb%d1%8c%d1%87%d0%b8%d1%82%d0%b5%d0%bb%d0%b8_%d0%b4%d1%80%d0%be%d0%b1%d0%b8%d0%bb%d0%ba%d0%b8.html	(from http://mtzveles.ru/)
17:00:41	36040/36040	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202020%2014:00:49%20GMT	http://mtzveles.ru/catalog/archive	C:/Users/User/Desktop/programming/veles/mtzveles/mtzveles.ru/catalog/archive.html	(from http://mtzveles.ru/)
17:00:43	41722/41722	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202020%2014:00:50%20GMT	http://mtzveles.ru/products/km_82bg_salsk	C:/Users/User/Desktop/programming/veles/mtzveles/mtzveles.ru/products/km_82bg_salsk.html	(from http://mtzveles.ru/)
17:00:48	34082/34082	---M--	200	added ('OK')	image/jpeg	etag:%225da986f1-8522%22	http://mtzveles.ru/files/products/km82bg_salsk_1.300x213.jpg	C:/Users/User/Desktop/programming/veles/mtzveles/mtzveles.ru/files/products/km82bg_salsk_1.300x213.jpg	(from http://mtzveles.ru/)
17:00:49	40649/40649	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202020%2014:00:56%20GMT	http://mtzveles.ru/products/eo_2621dt	C:/Users/User/Desktop/programming/veles/mtzveles/mtzveles.ru/products/eo_2621dt.html	(from http://mtzveles.ru/)
17:00:50	52682/52682	---M--	200	added ('OK')	image/jpeg	etag:%2257166792-cdca%22	http://mtzveles.ru/files/uploads/bigbanner_2.jpg	C:/Users/User/Desktop/programming/veles/mtzveles/mtzveles.ru/files/uploads/bigbanner_2.jpg	(from http://mtzveles.ru/)
17:00:51	41529/41529	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202020%2014:00:58%20GMT	http://mtzveles.ru/products/eo_2626dt_82	C:/Users/User/Desktop/programming/veles/mtzveles/mtzveles.ru/products/eo_2626dt_82.html	(from http://mtzveles.ru/)
17:00:53	72230/72230	---M--	200	added ('OK')	image/jpeg	etag:%225716678c-11a26%22	http://mtzveles.ru/files/uploads/bigbanner_1.jpg	C:/Users/User/Desktop/programming/veles/mtzveles/mtzveles.ru/files/uploads/bigbanner_1.jpg	(from http://mtzveles.ru/)
17:00:54	45332/45332	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202020%2014:01:01%20GMT	http://mtzveles.ru/products/km_320_bg	C:/Users/User/Desktop/programming/veles/mtzveles/mtzveles.ru/products/km_320_bg.html	(from http://mtzveles.ru/)
17:00:54	73441/73441	---M--	200	added ('OK')	image/jpeg	etag:%2257166798-11ee1%22	http://mtzveles.ru/files/uploads/bigbanner_3.jpg	C:/Users/User/Desktop/programming/veles/mtzveles/mtzveles.ru/files/uploads/bigbanner_3.jpg	(from http://mtzveles.ru/)
17:00:54	26578/26578	---M--	200	added ('OK')	image/jpeg	etag:%225da986f1-67d2%22	http://mtzveles.ru/files/products/ex_elaz_2621_1.300x213.jpg	C:/Users/User/Desktop/programming/veles/mtzveles/mtzveles.ru/files/products/ex_elaz_2621_1.300x213.jpg	(from http://mtzveles.ru/)
17:00:55	44442/44442	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202020%2014:01:02%20GMT	http://mtzveles.ru/products/2pts_45	C:/Users/User/Desktop/programming/veles/mtzveles/mtzveles.ru/products/2pts_45.html	(from http://mtzveles.ru/)
17:00:55	24381/24381	---M--	200	added ('OK')	image/jpeg	etag:%225da986f1-5f3d%22	http://mtzveles.ru/files/products/ex_elaz_2626_1.300x213.jpg	C:/Users/User/Desktop/programming/veles/mtzveles/mtzveles.ru/files/products/ex_elaz_2626_1.300x213.jpg	(from http://mtzveles.ru/)
17:00:56	42975/42975	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202020%2014:01:03%20GMT	http://mtzveles.ru/products/ebp_9_jbo	C:/Users/User/Desktop/programming/veles/mtzveles/mtzveles.ru/products/ebp_9_jbo.html	(from http://mtzveles.ru/)
17:00:56	47838/47838	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202020%2014:01:04%20GMT	http://mtzveles.ru/products/pfs_320bku	C:/Users/User/Desktop/programming/veles/mtzveles/mtzveles.ru/products/pfs_320bku.html	(from http://mtzveles.ru/)
17:01:00	34179/34179	---M--	200	added ('OK')	image/jpeg	etag:%225da986f1-8583%22	http://mtzveles.ru/files/products/km320bg_1.300x213.jpg	C:/Users/User/Desktop/programming/veles/mtzveles/mtzveles.ru/files/products/km320bg_1.300x213.jpg	(from http://mtzveles.ru/)
17:01:00	30930/30930	---M--	200	added ('OK')	image/jpeg	etag:%225da986f1-78d2%22	http://mtzveles.ru/files/products/2pts45_1.300x213.jpg	C:/Users/User/Desktop/programming/veles/mtzveles/mtzveles.ru/files/products/2pts45_1.300x213.jpg	(from http://mtzveles.ru/)
17:01:01	46966/46966	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202020%2014:01:08%20GMT	http://mtzveles.ru/products/ec_1800_bara	C:/Users/User/Desktop/programming/veles/mtzveles/mtzveles.ru/products/ec_1800_bara.html	(from http://mtzveles.ru/)
17:01:02	45846/45846	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202020%2014:01:09%20GMT	http://mtzveles.ru/products/ebp_11_2312	C:/Users/User/Desktop/programming/veles/mtzveles/mtzveles.ru/products/ebp_11_2312.html	(from http://mtzveles.ru/)
17:01:02	38951/38951	---M--	200	added ('OK')	image/jpeg	etag:%225da986f1-9827%22	http://mtzveles.ru/files/products/ex_ebp9_jbo_1.300x213.jpg	C:/Users/User/Desktop/programming/veles/mtzveles/mtzveles.ru/files/products/ex_ebp9_jbo_1.300x213.jpg	(from http://mtzveles.ru/)
17:01:03	45014/45014	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202020%2014:01:10%20GMT	http://mtzveles.ru/products/pfs_075bku_038	C:/Users/User/Desktop/programming/veles/mtzveles/mtzveles.ru/products/pfs_075bku_038.html	(from http://mtzveles.ru/)
